date,L_wb,P_lake,E_lake,Q_in,Q_out
1985-01-01,1134.834,9.96496e-05,0.003864910388704409,1.1701945014174109e-05,0.0011247868454476232
1985-01-02,1134.829430218841,8.8546076e-05,0.003550042382946226,1.6501993511285892e-05,0.0011247868454476232
1985-01-03,1134.8258818751747,0.00083365175,0.003478964303466075,0.00022175573310101538,0.0011247868454476232
1985-01-04,1134.8213279089036,3.3578657e-05,0.003472925558299162,1.0167475462163315e-05,0.0011247868454476232
1985-01-05,1134.816886196172,7.343916e-05,0.0034747819828028466,8.441693864330956e-05,0.0011247868454476232
1985-01-06,1134.813333284173,0.0011184831,0.003807537130157116,0.00026092883822401316,0.0011247868454476232
1985-01-07,1134.8117738314725,0.0027039642,0.0037405721402424996,0.0006019420405601032,0.0011247868454476232
1985-01-08,1134.811375428312,0.0037422855,0.0036145240510957397,0.000598622197374422,0.0011247868454476232
1985-01-09,1134.8111914919411,0.003953566,0.003701982436476,0.0006892670675425694,0.0011247868454476232
1985-01-10,1134.8082159140272,0.001451208,0.0036991038888862186,0.0003971047969880743,0.0011247868454476232
1985-01-11,1134.805889062507,0.0019121605,0.003692287018649798,0.0005780618001516811,0.0011247868454476232
1985-01-12,1134.8019753295982,0.0008332833,0.0038917569817134966,0.0002695276231658656,0.0011247868454476232
1985-01-13,1134.796923107869,1.5386924e-05,0.003950784428627948,7.962620381608397e-06,0.0011247868454476232
1985-01-14,1134.7924952048947,0.00039845507,0.0037824734619100048,8.090226169343677e-05,0.0011247868454476232
1985-01-15,1134.7881551928654,0.00036143517,0.0036876627090486596,0.00011100235158400009,0.0011247868454476232
1985-01-16,1134.7834791914718,9.786601e-06,0.003573578556253179,1.2577406483068786e-05,0.0011247868454476232
1985-01-17,1134.7806405008723,0.0017061402,0.003873536603285634,0.000453492616989049,0.0011247868454476232
1985-01-18,1134.7775836292112,0.0013127597,0.0036412304697297474,0.00039638594918345565,0.0011247868454476232
1985-01-19,1134.7768073363343,0.003385491,0.003530011413421967,0.0004930144110832589,0.0011247868454476232
1985-01-20,1134.7789928313343,0.006012886,0.0036508055839578886,0.0009482015980043873,0.0011247868454476232
1985-01-21,1134.7741445970469,1.1314996e-05,0.0037537372356665627,1.89747973287632e-05,0.0011247868454476232
1985-01-22,1134.7706553535834,0.0010707842,0.0037456509802768147,0.0003104101903033076,0.0011247868454476232
1985-01-23,1134.7782676179309,0.009577415,0.0036516118653689747,0.0028112481059251863,0.0011247868454476232
1985-01-24,1134.7910171196754,0.014019243,0.003714028436918198,0.0035690736075618982,0.0011247868454476232
1985-01-25,1134.8003110065877,0.011514849,0.0037936874540518747,0.002697512182332381,0.0011247868454476232
1985-01-26,1134.8055693123626,0.007755168,0.004054640310357084,0.002682565148417191,0.0011247868454476232
1985-01-27,1134.8065940082602,0.0037281546,0.003867762950295654,0.002289091111966934,0.0011247868454476232
