date,L_wb,P_lake,E_lake,Q_in,Q_out
1985-01-01,1134.834,0.0996496,3.864910388704409,0.01170194501417411,1.124786845447623
1985-01-02,1134.829430218841,0.088546075,3.550042382946226,0.01650199351128589,1.124786845447623
1985-01-03,1134.8258818751747,0.8336517,3.478964303466075,0.22175573310101537,1.124786845447623
1985-01-04,1134.8213279089036,0.033578657,3.472925558299162,0.010167475462163315,1.124786845447623
1985-01-05,1134.816886196172,0.07343916,3.474781982802847,0.08441693864330956,1.124786845447623
1985-01-06,1134.813333284173,1.1184832,3.807537130157116,0.26092883822401314,1.124786845447623
1985-01-07,1134.8117738314725,2.7039642,3.7405721402424996,0.6019420405601031,1.124786845447623
1985-01-08,1134.811375428312,3.7422855,3.6145240510957395,0.598622197374422,1.124786845447623
1985-01-09,1134.8111914919411,3.9535658,3.701982436476,0.6892670675425694,1.124786845447623
1985-01-10,1134.8082159140272,1.451208,3.6991038888862184,0.39710479698807427,1.124786845447623
1985-01-11,1134.805889062507,1.9121605,3.692287018649798,0.5780618001516811,1.124786845447623
1985-01-12,1134.8019753295982,0.8332833,3.8917569817134967,0.26952762316586565,1.124786845447623
1985-01-13,1134.796923107869,0.015386924,3.950784428627948,0.007962620381608398,1.124786845447623
1985-01-14,1134.7924952048947,0.39845508,3.782473461910005,0.08090226169343677,1.124786845447623
1985-01-15,1134.7881551928654,0.36143517,3.68766270904866,0.1110023515840001,1.124786845447623
1985-01-16,1134.7834791914718,0.009786601,3.573578556253179,0.012577406483068786,1.124786845447623
1985-01-17,1134.7806405008723,1.7061403,3.873536603285634,0.45349261698904897,1.124786845447623
1985-01-18,1134.7775836292112,1.3127598,3.6412304697297473,0.39638594918345565,1.124786845447623
1985-01-19,1134.7768073363343,3.385491,3.530011413421967,0.49301441108325883,1.124786845447623
1985-01-20,1134.7789928313343,6.012886,3.650805583957889,0.9482015980043873,1.124786845447623
1985-01-21,1134.7741445970469,0.0113149965,3.753737235666563,0.0189747973287632,1.124786845447623
1985-01-22,1134.7706553535834,1.0707842,3.7456509802768148,0.31041019030330763,1.124786845447623
1985-01-23,1134.7782676179309,9.5774145,3.6516118653689746,2.8112481059251864,1.124786845447623
1985-01-24,1134.7910171196754,14.019243,3.714028436918198,3.569073607561898,1.124786845447623
1985-01-25,1134.8003110065877,11.514849,3.7936874540518746,2.697512182332381,1.124786845447623
1985-01-26,1134.8055693123626,7.755168,4.054640310357084,2.682565148417191,1.124786845447623
1985-01-27,1134.8065940082602,3.7281547,3.867762950295654,2.289091111966934,1.124786845447623
1985-01-28,1134.82254993661,15.90326,3.833215213135906,5.010669849339344,1.124786845447623
1985-01-29,1134.8256549080695,6.814051,3.87987023710868,1.2955775883212308,1.124786845447623
1985-01-30,1134.82494064069,3.2868416,3.771192480450157,0.8948703881075566,1.124786845447623
1985-01-31,1134.8267005203409,5.30279,3.9294619869413174,1.5113383962746434,1.124786845447623
1985-02-01,1134.8303463072493,6.704416,3.965297213729359,2.0824879415762574,1.1758194797468038
1985-02-02,1134.830747977637,4.5558257,4.068703556814316,1.0903678146004152,1.1758194797468038
1985-02-03,1134.8306310136975,4.0016603,4.140028454364602,1.1972237224177174,1.1758194797468038
1985-02-04,1134.8286927714455,2.4672542,4.1547688737619985,0.9250919249759729,1.1758194797468038
1985-02-05,1134.8381969632514,11.026635,3.988922254501868,3.6422987054632636,1.1758194797468038
1985-02-06,1134.8422318224711,7.2813425,3.8397480781541318,1.7690842564664142,1.1758194797468038
1985-02-07,1134.8473653488536,7.4898934,3.947524737682587,2.766977014544325,1.1758194797468038
1985-02-08,1134.8535316633258,9.050347,4.114024076382637,2.405811117476523,1.1758194797468038
1985-02-09,1134.855147537762,5.5935426,4.03689611572661,1.2350475563481054,1.1758194797468038
1985-02-10,1134.8557756768878,4.08092,4.179258022601939,1.902296613745963,1.1758194797468038
1985-02-11,1134.85260223566,1.6473712,4.072113460803746,0.4271204961809538,1.1758194797468038
1985-02-12,1134.8499587989372,1.820008,3.9720008214811893,0.6843755408242023,1.1758194797468038
1985-02-13,1134.8467980333655,1.3958431,3.813029940152012,0.4322407401869746,1.1758194797468038
1985-02-14,1134.8433699399652,0.97966313,3.7716376317927947,0.5397006057851921,1.1758194797468038
1985-02-15,1134.8451972586197,4.872692,3.9260253151455387,2.0564711661941733,1.1758194797468038
1985-02-16,1134.844975913536,3.6353905,4.1205355702115165,1.4396195374120107,1.1758194797468038
1985-02-17,1134.8411961043316,1.2983369,4.217366573605465,0.31503995477524843,1.1758194797468038
1985-02-18,1134.8361966522584,0.16604392,4.084803174700601,0.09512666556340409,1.1758194797468038
1985-02-19,1134.8311722408307,0.25795954,4.187589670718542,0.08103819161833763,1.1758194797468038
1985-02-20,1134.8261851401414,0.3595168,4.377811202010426,0.2070131978389617,1.1758194797468038
1985-02-21,1134.8205149538333,9.209492e-08,4.4973947091872235,0.003027788891019472,1.1758194797468038
1985-02-22,1134.8148862734365,0.0029497105,4.4578986963192975,0.0020880687964173147,1.1758194797468038
1985-02-23,1134.8094494406243,0.049681395,4.350671557599617,0.039976829945280436,1.1758194797468038
1985-02-24,1134.805194555546,0.87249464,4.410161266514338,0.4586010151310176,1.1758194797468038
1985-02-25,1134.7998530321522,0.0,4.16570391392232,0.0,1.1758194797468038
1985-02-26,1134.794565851002,0.0,4.111361670380822,0.0,1.1758194797468038
1985-02-27,1134.7891789336848,0.0,4.211097837458774,0.0,1.1758194797468038
1985-02-28,1134.784088006893,0.0,3.915107312026751,0.0,1.1758194797468038
1985-03-01,1134.7856687186302,5.62146,4.038247082773301,1.3588290208913252,1.3613300017715573
1985-03-02,1134.7812478917822,1.1056406,4.372486301619045,0.20734878983913363,1.3613300017715573
1985-03-03,1134.7871885121717,9.860258,4.300153920052427,1.7418457619519954,1.3613300017715573
1985-03-04,1134.785665678559,3.674235,4.502636921264336,0.666898115575648,1.3613300017715573
1985-03-05,1134.7853567785048,4.2279525,4.14849599864702,0.9729733801480444,1.3613300017715573
1985-03-06,1134.7812695424911,1.2391243,4.21208912508583,0.24705877690320288,1.3613300017715573
1985-03-07,1134.7758594007369,0.15531269,4.226156927749963,0.022032482012045076,1.3613300017715573
1985-03-08,1134.77093830062,0.71113515,4.338683789913099,0.06777851599433338,1.3613300017715573
1985-03-09,1134.7652687995255,0.0019562102,4.316904885068001,0.006777582220038033,1.3613300017715573
1985-03-10,1134.7594963194852,0.004525477,4.419233869382385,0.003558353983463709,1.3613300017715573
1985-03-11,1134.7538441197405,0.014855044,4.316743784227145,0.011018997201960166,1.3613300017715573
1985-03-12,1134.7484263093488,0.18720956,4.3115787355034465,0.0678887856210578,1.3613300017715573
1985-03-13,1134.7434232433839,0.4104781,4.199389681029558,0.1471756212655836,1.3613300017715573
1985-03-14,1134.738163615213,0.11878035,4.07204173692934,0.05496321777078935,1.3613300017715573
1985-03-15,1134.7333686334832,0.79302317,4.354829700217577,0.1281548208912636,1.3613300017715573
1985-03-16,1134.7284696321024,0.39248475,4.046896141108006,0.1167400214758473,1.3613300017715573
1985-03-17,1134.7233302785987,0.2224561,4.061586136383669,0.061106531516973046,1.3613300017715573
1985-03-18,1134.7189748566861,0.46108094,3.983154240650346,0.5279814032838184,1.3613300017715573
1985-03-19,1134.7331139467096,15.6603775,4.095135355193006,3.9351781610381726,1.3613300017715573
1985-03-20,1134.7422775904874,12.190189,4.011575840889815,2.346360408051135,1.3613300017715573
1985-03-21,1134.747739561718,7.7200255,3.955718501514392,3.058994011832059,1.3613300017715573
1985-03-22,1134.7620616853085,13.602702,4.022386747356598,6.1031383928463105,1.3613300017715573
1985-03-23,1134.7790894593609,17.29239,4.39276641465882,5.489478960056256,1.3613300017715573
1985-03-24,1134.7840242762868,8.567043,4.215147211443302,1.9442505590455303,1.3613300017715573
1985-03-25,1134.7893257273518,8.466551,3.995152796727701,2.191382783091826,1.3613300017715573
1985-03-26,1134.7947612002936,6.5299964,3.9953074669359587,4.2621142389525195,1.3613300017715573
1985-03-27,1134.823141590043,19.380268,4.302436684079623,14.663888725974143,1.3613300017715573
1985-03-28,1134.8338937083586,9.9487295,4.146045968672857,6.310764748583707,1.3613300017715573
1985-03-29,1134.8606141693372,23.272232,4.255625518908485,9.06518527819467,1.3613300017715573
1985-03-30,1134.8784524392415,17.551302,4.333293363081545,5.9815922220826705,1.3613300017715573
1985-03-31,1134.8881219297627,10.869609,4.2175407301645675,4.378752061261922,1.3613300017715573
1985-04-01,1134.8948513276507,9.787397,4.619127769760058,2.977812517303606,1.416684318640986
1985-04-02,1134.8901192690125,1.1868529,4.7969269679693545,0.29469972283666884,1.416684318640986
1985-04-03,1134.9057546505255,17.657875,4.738969134636982,4.133158951700864,1.416684318640986
1985-04-04,1134.9147088952361,10.313707,4.680025693377514,4.737247318881554,1.416684318640986
1985-04-05,1134.930224597536,14.545918,4.28133560781807,6.667803783934078,1.416684318640986
1985-04-06,1134.9538923911646,21.209616,4.341534005475514,8.216395738879473,1.416684318640986
1985-04-07,1134.9513833125297,2.5674496,4.48097203225805,0.8211281315533084,1.416684318640986
1985-04-08,1134.9645430173146,13.134903,4.7139223253240345,6.15540815439057,1.416684318640986
1985-04-09,1134.9641819330486,3.6814537,4.681905987174739,2.0560523965107858,1.416684318640986
1985-04-10,1134.9775238623447,14.608416,4.543710779214819,4.693908618992609,1.416684318640986
1985-04-11,1135.0004028877117,22.232357,4.6354766508485605,6.698828924030503,1.416684318640986
1985-04-12,1134.9942553489448,0.0,4.730854448419314,0.0,1.416684318640986
1985-04-13,1134.9881772971246,0.0,4.6613675016064615,0.0,1.416684318640986
1985-04-14,1135.0082814592727,13.405449,4.599246870890836,12.714644580406087,1.416684318640986
1985-04-15,1135.0155191923382,9.6135,4.61384470619671,3.6547621136743875,1.416684318640986
1985-04-16,1135.0309067787084,13.661313,4.626045530617636,7.769003348704699,1.416684318640986
1985-04-17,1135.0329794263366,6.4348903,4.68584423463125,1.7402857399704572,1.416684318640986
1985-04-18,1135.0336938629177,4.617813,4.592452808023622,2.1057606644823443,1.416684318640986
1985-04-19,1135.0515665352737,16.840235,4.360681810896651,6.809804086485124,1.416684318640986
1985-04-20,1135.050167982516,1.4800893,4.353664652807661,2.8917069462006415,1.416684318640986
1985-04-21,1135.064211453304,12.25295,4.278464194814831,7.485669192011856,1.416684318640986
1985-04-22,1135.0738265895984,11.262952,4.5158843977644265,4.284753592035285,1.416684318640986
1985-04-23,1135.0840675690774,11.32286,4.599596759914195,4.934400882710539,1.416684318640986
1985-04-24,1135.0857191718803,5.4980416,4.51357056834896,2.0838158253988577,1.416684318640986
1985-04-25,1135.0879466945855,5.2792892,4.252613268319345,2.6175311993322152,1.416684318640986
1985-04-26,1135.0988316003811,12.814229,4.465309484894616,3.9526702449425986,1.416684318640986
1985-04-27,1135.0970893595845,3.3768005,4.530056446091306,0.8276994013047451,1.416684318640986
1985-04-28,1135.095451962864,3.746008,4.605433362599274,0.6387129261542135,1.416684318640986
1985-04-29,1135.0923424915882,1.8314382,4.368002807749029,0.8437776910104018,1.416684318640986
1985-04-30,1135.0900335800584,2.8463123,4.159849435480714,0.4213099807740429,1.416684318640986
1985-05-01,1135.0873960206538,2.0685654,3.9775302981655902,0.6327354355136197,1.3613300017715573
1985-05-02,1135.0847661016219,2.3992045,4.097985001986302,0.43019144031033413,1.3613300017715573
1985-05-03,1135.0835165408744,3.0096984,3.8949602206136444,0.9970311211363787,1.3613300017715573
1985-05-04,1135.0866044593042,4.7586617,3.808513305174009,3.4991001238737756,1.3613300017715573
1985-05-05,1135.095343238784,9.639343,3.7961879771628646,4.256954211713546,1.3613300017715573
1985-05-06,1135.1102176730021,15.552447,3.8864567197707,4.569773762434218,1.3613300017715573
1985-05-07,1135.126140324798,15.506955,4.12083903798851,5.89786597195611,1.3613300017715573
1985-05-08,1135.1402409596385,13.017636,4.051713244551836,6.496041363078866,1.3613300017715573
1985-05-09,1135.151383078139,9.4486,4.1305208133471,7.185369313920285,1.3613300017715573
1985-05-10,1135.169993595897,15.340385,4.282053551605783,8.913516284392315,1.3613300017715573
1985-05-11,1135.178531995123,10.751943,4.358106839025891,3.505893893945161,1.3613300017715573
1985-05-12,1135.197979354528,18.119682,4.261123214324382,6.950130994434171,1.3613300017715573
1985-05-13,1135.197853089849,4.218904,4.257937849485653,1.2740993366520175,1.3613300017715573
1985-05-14,1135.1995043740776,4.9692492,4.134852069246013,2.1782168200844745,1.3613300017715573
1985-05-15,1135.205876482172,9.368614,4.104222764583228,2.4690465673188817,1.3613300017715573
1985-05-16,1135.2068294966193,5.1133413,4.078701822008153,1.2797048912110465,1.3613300017715573
1985-05-17,1135.2092171386278,5.9467945,4.033640942121756,1.8358184276303806,1.3613300017715573
1985-05-18,1135.2037802084249,0.0,4.075600200990833,0.0,1.3613300017715573
1985-05-19,1135.1982622078729,0.0,4.156670550069466,0.0,1.3613300017715573
1985-05-20,1135.1926470320157,0.0,4.253845855291253,0.0,1.3613300017715573
1985-05-21,1135.1905379465445,2.7628875,4.277734514768468,0.7670916514511567,1.3613300017715573
1985-05-22,1135.190076825359,3.6179218,3.987556701902377,1.269843674185258,1.3613300017715573
